id,population
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,4.132680275428536
19,0
20,0
21,0
22,2.654939133126501
23,0.927088032659306
24,2.165352364523603
25,5.531075692462278
26,5.208319363321445
27,1.137420557284853
28,0.46511584869810674
29,5.522608415415505
30,5.578578259483583
31,5.578578259483583
32,3.53827246653172
33,0.2918350092143386
34,4.6232921043428234
35,5.578578259483583
36,5.578578259483583
37,5.578578259483583
38,4.946566207255948
39,0.025998166231635204
40,0.34282670171467955
41,2.973462339831272
42,5.578578259483583
43,5.578578259483583
44,5.578578259483583
45,5.578578259483583
46,5.578578259483583
47,1.3361021743283577
48,2.130861809879307
49,5.064889771522979
50,5.578578259483583
51,5.578578259483583
52,5.578578259483583
53,5.578578259483583
54,5.578578259483583
55,5.578578259483583
56,1.9101598356327396
57,0
58,4.4975751366065255
59,5.578578259483583
60,5.578578259483583
61,5.578578259483583
62,5.578578259483583
63,5.578578259483583
64,5.578578259483583
65,5.578578259483583
66,3.8286353708295096
67,0
68,27.50512800217497
69,33.4123211739869
70,5.578578259483583
71,5.578578259483583
72,5.578578259483583
73,5.578578259483583
74,5.578578259483583
75,5.578578259483583
76,5.578578259483583
77,5.0660759367170165
78,0.21267969974316658
79,27.717730837244396
80,69.99481419943287
81,72.97695123147379
82,39.400646610791945
83,5.657343493386115
84,5.578578259483583
85,5.578578259483583
86,5.578578259483583
87,5.578578259483583
88,5.578578259483583
89,5.578578259483583
90,5.476577356540648
91,1.774388065695131
92,32.542618040562026
93,73.04707258472433
94,73.04707258472433
95,73.04707258472433
96,45.3674853845192
97,6.261631116450727
98,5.578578259483583
99,5.578578259483583
100,5.578578259483583
101,5.578578259483583
102,5.578578259483583
103,5.578578259483583
104,3.965793439354967
105,2.4552364310588586
106,26.707115076462955
107,73.04707258472433
108,73.04707258472433
109,73.04707258472433
110,73.04707258472433
111,54.45483083962789
112,12.381566152747432
113,5.578578259483583
114,5.578578259483583
115,5.578578259483583
116,5.578578259483583
117,5.578578259483583
118,5.931712925653032
119,26.97491140943834
120,29.027517520339458
121,15.634494355374263
122,73.04707258472433
123,73.04707258472433
124,73.04707258472433
